Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
New York Doctors Urgent Care,40.73667,-73.996998,"65 W 13th St (btwn 5th & 6th Ave), New York, NY 10011",New York,Chelsea,Doctor's Office
Sutton Place Dental Associates,40.757252,-73.962076,"433 E 56th St, New York, NY 10022",New York,Midtown,Doctor's Office
Common Point,40.718104,-74.009274,"3 Jay St (Hudson St), New York, NY 10013",New York,Civic Center,Doctor's Office
Eastside Animal Hospital,40.755886,-73.966697,"321 E 52nd St (btwn 1ST & 2ND AVE.), New York, NY 10022",New York,Beekman,Doctor's Office
Elmhurst Hospital Center,40.745082,-73.885837,"7901 Broadway (at 78th St.), Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
"Rousso, Joseph Dr - The New York Eye and Ear Infirmary of Mount Sinai Otolaryngology",40.731988,-73.984632,"310 E 14th St (2nd Ave), New York, NY 10003",New York,East Village,Doctor's Office
Neighborhood Natural Medicine,40.710225,-73.949523,"30 Maujer St, Brooklyn, NY 11206",Brooklyn,South Side,Doctor's Office
Amber Court Of Brooklyn,40.648957,-73.897925,"650 E 104th St, Brooklyn, NY 11236",Brooklyn,Canarsie,Doctor's Office
Abe Ben A DDS,40.645371,-73.9113,"949 Remsen Ave, Brooklyn, NY 11236",Brooklyn,Canarsie,Doctor's Office
Oda Health,40.697056,-73.956041,"517 Park Ave (Bedford Avenue), Brooklyn, NY 11205",Brooklyn,Clinton Hill,Doctor's Office
"Dr Raymond Helfand, Optometrist",40.625222,-74.13516,"1378 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Doctor's Office
Wisdom Pages,40.585979,-74.155937,"65 Fraser St, Staten Island, NY 10314",Staten Island,New Springville,Doctor's Office
Dr Ceka's Office,40.51421,-74.235404,"7098 Amboy Rd, Staten Island, NY 10307",Staten Island,Harbor Terrace,Doctor's Office
Verrazano Radiology,40.584243,-74.087023,"501 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
Ocean Parkway Family Practice,40.616764,-73.969805,"514 Avenue M, Brooklyn, NY 11230",Brooklyn,Ocean Parkway,Doctor's Office
"Uday Shah, MD",40.703883,-73.915109,"199 Saint Nicholas Ave (St. Nicholas Avenue and Harman Street), Brooklyn, NY 11237",Brooklyn,Bushwick,Doctor's Office
ProHEALTH Circle Urgent Care of Tottenville,40.516395,-74.234283,"7001 Amboy Rd (Page Avenue), Staten Island, NY 10307",Staten Island,Harbor Terrace,Doctor's Office
Beacon Of Hope House,40.588347,-74.096204,"90 Hancock St, Staten Island, NY 10305",Staten Island,Grand City,Doctor's Office
Derm One,40.505515,-74.263878,"1 Market St, Perth Amboy, NJ 08861",Perth Amboy,Harbor Terrace,Doctor's Office
Primacare Pharmacy,40.757229,-73.82933,"4128 Main St, Flushing, NY 11355",Flushing,Queensboro Hills,Doctor's Office
Bedford Stuyvesant Family Health Center,40.680273,-73.944535,"1456 Fulton St (btwn Brooklyn & Kingston), Brooklyn, NY 11216",Brooklyn,Bedford,Doctor's Office
"COVID-19 Walk-In Testing Center, Gotham Health",40.627885,-73.965561,"1223 Coney Island Ave, Brooklyn, NY 11230",Brooklyn,Fiske Terrace,Doctor's Office
Your Bronx Dentist,40.87802,-73.879256,"3310 Bainbridge Ave, Bronx, NY 10467",Bronx,Norwood,Doctor's Office
Bay Park Nursing Rehab,40.879583,-73.829172,"801 Co Op City Blvd, Bronx, NY 10475",Bronx,Coop City,Doctor's Office
Mendoza,40.885061,-73.87864,"9 E 213th St, Bronx, NY 10467",Bronx,Norwood,Doctor's Office
NYC Health+Hospitals Covid Testing Site,40.642454,-73.991982,"4002 Fort Hamilton Pkwy, New York, NY 11218",New York,Kensington,Doctor's Office
Kimmel Pavilion,40.743043,-73.972793,"424 E 34th St (1st Avenue), New York, NY 10016",New York,East Side,Doctor's Office
Five Towns Marriage Initiative,40.619597,-73.731955,"222 Rockaway Tpke, Cedarhurst, NY 11516",Cedarhurst,Far Rockaway,Doctor's Office
Bellevue Hospital Center Speciality Surgery,40.739363,-73.975227,"462 1st Ave (btwn 26th & 28th St), New York, NY 10016",New York,Kips Bay,Doctor's Office
Staten Island Oral and Maxillofacial Surgery,40.586213,-74.085885,"256 Mason Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
Montefiore Medical Center,40.894326,-73.861066,"600 E 233rd St (Carpenter Ave.), Bronx, NY 10466",Bronx,Williamsbridge,Internal Medicine Doctor
McLean Family Practice,40.90942,-73.879322,"626 McLean Ave, Yonkers, NY 10705",Yonkers,Lincoln,Internal Medicine Doctor
Medalliance Medical Health Services,40.858341,-73.883869,"625 E Fordham Rd (Arthur Ave), Bronx, NY 10458",Bronx,Belmont,Internal Medicine Doctor
Jacquelyn B Afari,40.861627,-73.86972,"2409 Barker Ave, Bronx, NY 10467",Bronx,Allerton,Internal Medicine Doctor
Rejuve Face & Body Spa,40.866615,-73.918589,"264 Sherman Ave, New York, NY 10034",New York,Inwood,Internal Medicine Doctor
Motion Sports Medicine,40.852918,-73.838763,"1250 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Internal Medicine Doctor
South Bronx Mental Health Council,40.835601,-73.848463,"1401 Glover St, Bronx, NY 10462",Bronx,Parkchester,Internal Medicine Doctor
Yai,40.839094,-73.836557,"3060 E Tremont Ave, Bronx, NY 10461",Bronx,Schuylerville,Internal Medicine Doctor
Schervier Nursing Care Center,40.881652,-73.918019,"2975 Independence Ave, Bronx, NY 10463",Bronx,Marble Hill,Internal Medicine Doctor
Morgan Stanley Children's Hospital,40.839697,-73.941596,"3959 Broadway (at W 165th St), New York, NY 10032",New York,Uptown,Internal Medicine Doctor
Madison MRI,40.82041,-73.913257,"3055 3rd Ave (156th Street), Bronx, NY 10451",Bronx,Melrose,Internal Medicine Doctor
Zappala Cirino PhD,40.868871,-73.917054,"5030 Broadway, New York, NY 10034",New York,Inwood,Internal Medicine Doctor
Urgent Care of Eastchester Road,40.859946,-73.842781,"2304 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Internal Medicine Doctor
Inwood Animal Clinic,40.866352,-73.924446,"4846 Broadway (Acadamy), New York, NY 10034",New York,Fort George,Internal Medicine Doctor
Uptown Veterinary Associates,40.801863,-73.956982,"295 W 112th St (at Frederick Douglass Blvd.), New York, NY 10026",New York,Harlem,Internal Medicine Doctor
Precision Dental NYC: Dr. Alexander Bokser & Dr. Irene Bokser,40.769253,-73.926842,"2134 30th Ave, Astoria, NY 11102",Astoria,Astoria,Internal Medicine Doctor
JAG-ONE Physical Therapy,40.801974,-73.964944,"976 Amsterdam Ave, New York, NY 10025",New York,Manhattan Valley,Internal Medicine Doctor
Hudson Supervised Residence,40.823028,-73.948963,"1649 Amsterdam Ave, New York, NY 10031",New York,Hamilton Grange,Internal Medicine Doctor
Rain-Personnel,40.846265,-73.862153,"811 Morris Park Ave, Bronx, NY 10462",Bronx,Van Nest,Internal Medicine Doctor
Cross Bronx Animal Clinic,40.831117,-73.854775,"2064 Cross Bronx Expy (Olmstead Ave), Bronx, NY 10472",Bronx,Unionport,Internal Medicine Doctor
Multi Specialty Pain Management,40.826726,-73.821852,"3713 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Internal Medicine Doctor
J Bonds Counseling and Healing,40.848128,-73.85697,"981 Morris Park Ave, Bronx, NY 10462",Bronx,Van Nest,Internal Medicine Doctor
Ent,40.852569,-73.837656,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Internal Medicine Doctor
Nyconn Orthopaedic And Rehabilitation Specialists,40.859622,-73.842769,"1500 Astor Ave, Bronx, NY 10469",Bronx,Hillside,Internal Medicine Doctor
Physicians Medical Rehabilitation Associates,40.852191,-73.829195,"3225 Westchester Ave, Bronx, NY 10461",Bronx,Hillside,Internal Medicine Doctor
New York Cancer & Blood Specialists,40.860106,-73.84283,"2330 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Internal Medicine Doctor
Catholic Charities of The Archdiocese of New York,40.841682,-73.878482,"2064 Boston Rd, Bronx, NY 10460",Bronx,East Tremont,Internal Medicine Doctor
D And D Medical,40.833104,-73.863553,"1310 Leland Ave, Bronx, NY 10472",Bronx,Parkchester,Internal Medicine Doctor
New Hope Chiropractic PC,40.873926,-73.954643,"111 Charlotte Pl, Englewood Cliffs, NJ 07632",Englewood Cliffs,Hudson Heights,Internal Medicine Doctor
Albert Einstein-Jack D Weiler,40.879984,-73.87854,"3400 Bainbridge Ave, Bronx, NY 10467",Bronx,Norwood,Internal Medicine Doctor
Take Care Pharmacy,40.836046,-73.853923,"2134 Starling Ave, Bronx, NY 10462",Bronx,Parkchester,Internal Medicine Doctor
Metro UrgiCare,40.834753,-73.858276,"1990 McGraw Ave, Bronx, NY 10462",Bronx,Parkchester,Internal Medicine Doctor
Calvary Hospital,40.847922,-73.844009,"1740 Eastchester Rd, Bronx, NY 10461",Bronx,Westchester,Internal Medicine Doctor
OLA Wellness,40.845529,-73.827819,"1634 Mahan Ave, Bronx, NY 10461",Bronx,Unionport,Internal Medicine Doctor
Mobile Health,40.862049,-73.897009,"2488 Grand Concourse, Bronx, NY 10458",Bronx,Fordham,Internal Medicine Doctor
Innervision Sonograph,40.891616,-73.84673,"4064 Bruner Ave, Bronx, NY 10466",Bronx,Edenwald,Internal Medicine Doctor
CityMD Mott Haven Urgent Care - Bronx,40.806869,-73.916901,"571 E 138th St, Bronx, NY 10454",Bronx,Mill Brook Houses,Internal Medicine Doctor
University Diagnostic Medical Imaging Pc,40.844259,-73.839413,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Internal Medicine Doctor
Jacobi Medical Center Maternity,40.857339,-73.847501,"1400 Pelham Pkwy S (Eastchester Rd & Morris Park Ave), Bronx, NY 10461",Bronx,Pelham Parkway,Internal Medicine Doctor
Hartman Jenna Maimonides Community Mental Health Center Brooklyn,40.640308,-73.999567,"920 48th St, Brooklyn, NY 11219",Brooklyn,Kensington,Internal Medicine Doctor
TRi Physical Therapy of Brooklyn,40.601592,-73.961205,"2279 Coney Island Ave, Brooklyn, NY 11223",Brooklyn,Gravesend,Internal Medicine Doctor
NewYork-Presbyterian Alexandra Cohen Hospital for Women and Newborns,40.764104,-73.95605,"1283 York Ave, New York, NY 10065",New York,Lenox Hill,Internal Medicine Doctor
Care RX Pharmacy,40.610153,-73.999074,"8011 18th Ave, Brooklyn, NY 11214",Brooklyn,New Utrecht,Internal Medicine Doctor
Health Works,40.604147,-73.974279,"10 Van Sicklen St, Brooklyn, NY 11223",Brooklyn,Bensonhurst,Internal Medicine Doctor
JAG-ONE Physical Therapy,40.608545,-73.924765,"4013 Avenue U (Coleman), Brooklyn, NY 11234",Brooklyn,Mill Island,Internal Medicine Doctor
Stand-Up Mri of Bensonhurst PC,40.595465,-73.982692,"2671 86th St, Brooklyn, NY 11223",Brooklyn,Bensonhurst,Internal Medicine Doctor
Digestive Diseases Diagnostic & Treatment Center,40.607866,-73.980172,"214 Avenue P, Brooklyn, NY 11204",Brooklyn,Bensonhurst,Internal Medicine Doctor
PAWSitive Veterinary of New York,40.647279,-73.968985,"1103 Church Ave (Stratford Road), Brooklyn, NY 11218",Brooklyn,Prospect Park Sout,Internal Medicine Doctor
Geb Hetep Wholistic Center,40.677326,-73.945905,"1344 Pacific St, Brooklyn, NY 11216",Brooklyn,Crown Heights,Internal Medicine Doctor
CityMD Park Slope Urgent Care - Brooklyn,40.670051,-73.985872,"420 5th Ave (8th Street), Brooklyn, NY 11215",Brooklyn,Park Slope,Internal Medicine Doctor
Park Slope Veterinary Center,40.663567,-73.994424,"639 4th Ave (19th), Brooklyn, NY 11232",Brooklyn,Gowanus,Internal Medicine Doctor
Ditmas Park Care Center,40.640146,-73.957728,"2107 Ditmas Ave, Brooklyn, NY 11226",Brooklyn,Flatbush,Internal Medicine Doctor
BluePearl Pet Hospital,40.680495,-73.984405,"190 3rd Ave, Brooklyn, NY 11217",Brooklyn,Boerum Hill,Internal Medicine Doctor
The Brooklyn Hospital Center,40.690104,-73.977933,"121 Dekalb Ave (at Ashland Pl.), Brooklyn, NY 11201",Brooklyn,Clinton Hill,Internal Medicine Doctor
Kings County Behavioral Health Center,40.656347,-73.946365,"New York, NY 11203",New York,Prospect,Internal Medicine Doctor
Oda Health,40.697056,-73.956041,"517 Park Ave (Bedford Avenue), Brooklyn, NY 11205",Brooklyn,Clinton Hill,Internal Medicine Doctor
Prospect Park Animal Clinic,40.666686,-73.975408,"105 Prospect Park W (5th Street), Brooklyn, NY 11215",Brooklyn,Park Slope,Internal Medicine Doctor
Inner Fire Integrative Health Services,40.673482,-73.972619,"71 8th Ave, Brooklyn, NY 11217",Brooklyn,Park Slope,Internal Medicine Doctor
Medspan Associates,40.711179,-73.9582,"231 S 3rd St, Brooklyn, NY 11211",Brooklyn,South Side,Internal Medicine Doctor
Bedford Stuyvesant Family Health Center,40.680273,-73.944535,"1456 Fulton St (btwn Brooklyn & Kingston), Brooklyn, NY 11216",Brooklyn,Bedford,Internal Medicine Doctor
St Mary's Hospital Of Brooklyn,40.672917,-73.927291,"1480 Prospect Pl, Brooklyn, NY 11213",Brooklyn,Weeksville,Internal Medicine Doctor
Multispecialty Center of Nostrand,40.628194,-73.947378,"2306 Nostrand Ave, Brooklyn, NY 11210",Brooklyn,Flatbush,Internal Medicine Doctor
Douglass Jamie - Allcare Physical Therapy,40.610432,-73.960937,"1213 Avenue P, New York, NY 11230",New York,Manhattan Terrace,Internal Medicine Doctor
"Aizman Alexander, MD",40.589098,-73.949748,"2960 Ocean Ave, Brooklyn, NY 11235",Brooklyn,Sheepshead Bay,Internal Medicine Doctor
Bay Ridge Orthopedic Association Of Sheepshead Bay,40.607263,-73.942526,"2950 Avenue R, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Internal Medicine Doctor
Doueck Dental & Sleep Medicine,40.604893,-73.968604,"563 Kings Hwy, Brooklyn, NY 11223",Brooklyn,Gravesend,Internal Medicine Doctor
Sight N Save Optical,40.617835,-73.964054,"1634 Coney Island Ave, Brooklyn, NY 11230",Brooklyn,Ocean Parkway,Internal Medicine Doctor
NYU Langone Levit Medical,40.609927,-73.960577,"1220 Avenue P, Brooklyn, NY 11229",Brooklyn,Manhattan Terrace,Internal Medicine Doctor
Tong Shiwei MD,40.639476,-73.998488,"4802 10th Ave, Brooklyn, NY 11219",Brooklyn,Kensington,Internal Medicine Doctor
Total Body Works Medical,40.580406,-73.966088,"360 Neptune Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Internal Medicine Doctor
Ascona Ambulette Services,40.589645,-73.956913,"1260 Avenue Y, Brooklyn, NY 11235",Brooklyn,Gravesend,Internal Medicine Doctor
Dental Care of Cobble Hill,40.679825,-73.999164,"62 2nd Pl, Brooklyn, NY 11231",Brooklyn,Carroll Gardens,Internal Medicine Doctor
Joan H. & Preston Robert Tisch Center at Essex Crossing,40.717237,-73.985582,"171 Delancey St, New York, NY 10002",New York,Downtown,Internal Medicine Doctor
Betances Health Center,40.713731,-73.983612,"280 Henry St (Montgomery St.), New York, NY 10002",New York,Downtown,Internal Medicine Doctor
Bed Stuy Acupuncture & Massage Therapy,40.687499,-73.954538,"1069 Bedford Ave (Lexington Ave), Brooklyn, NY 11216",Brooklyn,Bedford,Internal Medicine Doctor
Doshi Diagnostics,40.648818,-73.943767,"1014 Brooklyn Ave (btwn Tilden & Snyder Ave.), Brooklyn, NY 11203",Brooklyn,East Flatbush,Internal Medicine Doctor
Tikvah At Ohel,40.616187,-73.945176,"2925 Kings Hwy, Brooklyn, NY 11229",Brooklyn,Manhattan Terrace,Internal Medicine Doctor
Family Smile Dental,40.598948,-73.937289,"3029 Avenue V (Ford Street & Coyle Street), Brooklyn, NY 11229",Brooklyn,Gerritsen,Internal Medicine Doctor
One Medical,40.674642,-73.976171,"794 Union St, Brooklyn, NY 11215",Brooklyn,Park Slope,Internal Medicine Doctor
Institute For Community Living,40.657312,-73.914146,"469 E 98th St, Brooklyn, NY 11212",Brooklyn,Brownsville,Internal Medicine Doctor
Mount Sinai Beth Israel,40.73283,-73.981713,"10 Nathan D Perlman Pl (btwn E 15th & E 16th St), New York, NY 10003",New York,East Village,Internal Medicine Doctor
CityMD Boerum Hill Urgent Care - Brooklyn,40.686162,-73.982184,"457 Atlantic Ave (Nevins Street), New York, NY 11217",New York,Boerum Hill,Internal Medicine Doctor
Maimonides Pediatric Primary Care Center,40.630431,-73.996258,"1301 57th St (13th Ave), Brooklyn, NY 11219",Brooklyn,Borough Park,Internal Medicine Doctor
Kids Dental Care,40.642426,-74.012811,"5417 5th Ave, New York, NY 10118",New York,Bayridge,Internal Medicine Doctor
SPEAR Physical Therapy,40.741035,-74.001144,"269 W 16th St (8th ave), New York, NY 10011",New York,Chelsea,Internal Medicine Doctor
"Suresh Vakharia MDS, DDS, FAGD - Broadway Smiles",40.824145,-73.95163,"3474 Broadway, New York, NY 10031",New York,Hamilton Grange,Internal Medicine Doctor
Substance Treatment & Research,40.841072,-73.940115,"600 W 168th St, New York, NY 10032",New York,Uptown,Internal Medicine Doctor
Fort Tryon Center for Rehabilitation and Nursing,40.857009,-73.93451,"801 W 190th St, New York, NY 10040",New York,Fort George,Internal Medicine Doctor
Maternal Fetal Medicine Associates,40.782986,-73.956341,"70 E 90th St, New York, NY 10128",New York,Carnegie Hill,Internal Medicine Doctor
"Iwamasa, Julia - Advantagecare Physicians Upper East Side Medical Office",40.78443,-73.948748,"215 E 95th St (Between 3rd and 2nd Ave.), New York, NY 10128",New York,Carnegie Hill,Internal Medicine Doctor
Ardeljansavic Sylvia HSS East River Professional Building New York,40.766581,-73.952213,"523 E 72nd St, New York, NY 10021",New York,Lenox Hill,Internal Medicine Doctor
Pediatric & Adolescent Medicine,40.78383,-73.9812,"390 W End Ave (78th St.), New York, NY 10024",New York,Lincoln Square,Internal Medicine Doctor
Friedrich's Optik,40.762582,-73.970539,"480 Park Ave (58 & 59), New York, NY 10022",New York,East Side,Internal Medicine Doctor
The Mount Sinai Hospital,40.790388,-73.952037,"1468 Madison Ave (at E 101st St), New York, NY 10029",New York,Carnegie Hill,Internal Medicine Doctor
Mount Sinai Faculty Practice Associates,40.789141,-73.954262,"5 E 98th St, New York, NY 10029",New York,Carnegie Hill,Internal Medicine Doctor
"Bergeron, Richard - Medical Offices of Manhattan",40.765259,-73.963303,"201 E 65th St (3rd Ave), New York, NY 10065",New York,Lenox Hill,Internal Medicine Doctor
The Animal Medical Center,40.76022,-73.958041,"510 E 62nd St (at York Ave.), New York, NY 10065",New York,Midtown,Internal Medicine Doctor
Abingdon Square Veterinary Clinic,40.734535,-74.000145,"130 W 10th St (Greenwich Ave), New York, NY 10014",New York,Downtown,Internal Medicine Doctor
The Blavatnik Family – Chelsea Medical Center at Mount Sinai,40.741139,-74.003288,"325 W 15th St, New York, NY 10011",New York,Chelsea,Internal Medicine Doctor
Columbia Primary Care Midtown,40.760203,-73.978748,"51 W 51st St (5th and 6th Avenue), New York, NY 10019",New York,Midtown,Internal Medicine Doctor
Ayla Yavin Acupuncture & Herbs,40.747344,-73.991348,"135 W 29th St (7th and 6th Aves), New York, NY 10001",New York,Chelsea,Internal Medicine Doctor
One Medical,40.741065,-74.005993,"408 W 14th St (9th Ave), New York, NY 10014",New York,Chelsea,Internal Medicine Doctor
Kimmel Pavilion,40.743043,-73.972793,"424 E 34th St (1st Avenue), New York, NY 10016",New York,East Side,Internal Medicine Doctor
PromptMD Urgent Care Center Jersey City,40.714739,-74.043491,"201 Marin Blvd, Jersey City, NJ 07302",Jersey City,Battery Park City,Internal Medicine Doctor
Callen-Lorde Community Health Center,40.743086,-74.003103,"356 W 18th St (btw 8th & 9th), New York, NY 10011",New York,Chelsea,Internal Medicine Doctor
VA Medical Center,40.736876,-73.977444,"423 E 23rd St (at 1st Ave), New York, NY 10010",New York,Bellevue,Internal Medicine Doctor
Bellevue Hospital Center,40.739475,-73.975453,"462 1st Ave (btwn E 26th & E 28th St), New York, NY 10016",New York,Bellevue,Internal Medicine Doctor
NY Orthopedics,40.771645,-73.960623,"159 E 74th St (btw 3rd Ave & Lexington Ave), New York, NY 10021",New York,Lenox Hill,Internal Medicine Doctor
GVS @ Lincoln Medical Center,40.817533,-73.924083,"234 E 149th St (btwn Park & Morris Ave), Bronx, NY 10451",Bronx,Patterson Houses,Internal Medicine Doctor
